품목명,selected_model,rank1_model,rank1_sMAPE,rank1_MAE,rank1_RMSE,rank1_MAPE,rank2_model,rank2_sMAPE,rank2_MAE,rank2_RMSE,rank2_MAPE,rank3_model,rank3_sMAPE,rank3_MAE,rank3_RMSE,rank3_MAPE
오이맛고추,WeekMean,WeekMean,12.86623080933049,351.305486294589,416.7209948653196,12.477304947922526,HW-Mul,20.005979811893805,590.1414831587302,649.6714724416873,21.905807336807126,HW-Add,21.235206675875606,634.6561470752816,680.6507941829844,23.677130302881043
완숙토마토,HW-Mul,HW-Mul,10.44451594553374,190.67475417851685,216.00657023031644,10.507652474629245,HW-Add,11.90852225352588,220.63093312580892,232.570408501238,12.272002521364207,WeekMean,14.78128704717853,262.4375546481706,327.31793837898385,13.513623640900306
자주양파,WeekMean,WeekMean,18.97626688625031,191.09320422198098,220.67292944466013,17.76285753175762,HW-Add,24.06128000320346,270.6289751449296,319.0427869754839,30.08752025308354,HW-Mul,25.891108749871872,284.8957633782177,333.1304388126605,31.050667829009978
적채(일반),WeekMean,WeekMean,17.437438924514456,204.86201904113133,235.1605368940998,17.225181351558962,SeasonalNaive,23.469115472252444,316.39403336108427,372.62523432922234,27.809428103085196,RollMean(4w),30.958242731739876,387.5966551540489,411.4957240709,40.07565250201381
쥬키니호박,HW-Add,HW-Add,29.75717279553672,392.012384514405,509.948271781554,28.1540365334959,WeekMean,33.93370666716198,386.87089056453345,489.02165319508475,27.483983973263477,HW-Mul,35.35026212616349,480.41771970538247,614.1391630582651,37.012255607683805
쪽파(일반),RollMean(4w),RollMean(4w),22.740560892847572,694.7892334652321,813.7047943852853,21.681798513553062,WeekMean,23.593199686580842,766.9673506024947,861.9405235319474,26.68040695790368,HW-Mul,40.52132327674233,1203.8344016542785,1390.858768879897,42.359377000083
청고추,WeekMean,WeekMean,20.551818916936366,645.0778264713671,822.2441376950225,17.922848699103042,HW-Mul,22.515722611141957,747.6517054345223,903.9040045337919,25.84117400100205,HW-Add,23.488987160507033,782.836516523445,931.5534690534604,27.412914856914806
청양,WeekMean,WeekMean,16.69712552397902,456.78094625456583,515.0876203446849,18.67586563001643,RollMean(4w),24.35974728292928,719.1474488380826,756.0749334971987,28.461399674391107,HW-Mul,26.242050727957615,726.924668477855,778.2068680638672,28.307825772322275
청초(일반),WeekMean,WeekMean,18.962725113719337,581.4503626706879,657.1121225538881,21.63052002908533,RollMean(4w),21.42741272654152,668.968872078872,785.4510284452058,24.409570086713853,HW-Mul,21.924564587547508,685.495312162726,822.9593285398101,25.638555998191084
청피망,RollMean(4w),RollMean(4w),22.889791619536282,907.9587678232065,1037.7096112571069,28.759221642717492,HW-Add,31.968281815691594,1150.116682804118,1260.581298900778,35.96252001911848,HW-Mul,34.142996876170855,1185.4103083235625,1302.896553899125,37.029389322260094
취청,RollMean(4w),RollMean(4w),27.813217506515695,631.9510545628119,751.3757862171134,35.79206044817075,WeekMean,31.889784010282284,666.0965971759764,766.6721103483837,25.916353515369455,HW-Add,33.781812088282415,782.7684171840374,896.7598780478585,44.70458642276099
치커리(일반),HW-Add,HW-Add,21.608791801258885,717.7359142675301,949.0658062437452,22.302605907911502,RollMean(4w),26.364782176789106,831.3832429863537,996.8963887977487,22.928334962714956,WeekMean,27.379121562686905,832.6956070812413,1009.5721727827989,22.898288432359507
치콘,WeekMean,WeekMean,28.09208290514782,626.8647397694942,740.2251605821924,34.461274253666424,SeasonalNaive,28.483075855636216,657.8691683205587,837.7986829305904,27.853038228764603,RollMean(4w),32.606768027898134,736.8293266514769,862.9194456074005,36.53627232419979
토마토(일반),WeekMean,WeekMean,11.619499486445,205.6052302035188,259.1297070619932,10.85010671731056,HW-Mul,11.950438158901038,211.63040490458317,238.66144267524965,12.393374363851635,HW-Add,13.215772578569519,240.37688261380245,267.6181743156112,14.071432587052252
파프리카,WeekMean,WeekMean,32.59447733750314,778.5902803146274,937.3451824845512,49.134632873205625,HW-Add,34.24531742756976,1064.4724362093593,1308.268890187485,44.14373879467491,HW-Mul,35.495612612518606,1009.979704317149,1206.0786991890047,47.069230318214835
팽이,SeasonalNaive,SeasonalNaive,12.781344911779634,241.34484663409353,282.3878726927903,13.969168036182701,HW-Mul,13.300471578873905,223.83182160923013,236.85015809302078,15.23009423852806,HW-Add,13.350256061343492,225.32240489986256,243.1378032033463,15.449601492498267
포장쪽파,WeekMean,WeekMean,23.855918088925005,819.3910467940137,973.2324124197984,28.761785501543944,RollMean(4w),24.02640779172574,789.1596044172765,913.6933740011522,22.042707832986533,HW-Mul,39.74323028644766,1357.7283565264402,1548.2067146527118,43.46274421621144
표고버섯(일반),WeekMean,WeekMean,7.9154518949456785,432.8040838118623,490.78043107613115,7.902223427117971,SeasonalNaive,8.210661491017701,447.58683560862806,513.7663740515377,8.240920158452134,RollMean(4w),10.736383514231532,587.9196130623815,685.5553447673861,10.864545038053985
호박고구마,HW-Mul,HW-Mul,8.339260705850776,172.16757216731546,205.49454116833957,7.902570571436016,HW-Add,10.564064815565313,216.38245121765976,259.5492486732149,10.119587287328242,RollMean(4w),13.065472970259874,260.67251922408803,308.9955694761482,12.732638356436619
홍고추(일반),WeekMean,WeekMean,18.224881474663587,1152.5406517467002,1400.0094135986446,16.313521412131156,HW-Mul,27.03071316613016,1835.6389131649466,1954.713074372242,31.466106127290402,RollMean(4w),32.96899834305193,2367.0923356153958,2461.187248672874,39.559314878782004
홍청양,RollMean(4w),RollMean(4w),10.179783672154345,363.71532079263784,401.63965849457014,10.716840944316417,WeekMean,13.037659652820196,475.0172913559836,534.7248281069392,13.242111200897233,HW-Mul,25.61167753422799,860.5163090870598,912.222427635712,23.8494286627642
홍피망,WeekMean,WeekMean,31.631435347521972,1266.9950972883298,1626.9863031416644,25.811815193401134,RollMean(4w),32.86141321225093,1537.647039394163,1765.274823934865,45.574143923159404,HW-Mul,35.86931118499447,1578.5328639832012,1850.1459930352794,39.98856517255597
