"°Å·¡ÀÏÀÚ","Ç°¸ס¸ם","¹ÝÀÔ·®","±Ý¾×","Àü³ג ¹ÝÀÔ·®","Àü³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Àü³ג ±Ý¾×","Àü³ג ±Ý¾× Áץ°¨·ü(%)","Æע³ג ¹ÝÀÔ·®","Æע³ג ¹ÝÀÔ·® Áץ°¨·ü(%)","Æע³ג ±Ý¾×","Æע³ג ±Ý¾× Áץ°¨·ü(%)"
"2021-03-15","ÆØÀÌ","53640","119658500",,"0.0",,"0.0","58547","-8.4","90771015","31.8"
"2021-03-14","ÆØÀÌ",,,"51120","0.0","77315000","0.0","57547","0.0","93290823","0.0"
"2021-03-13","ÆØÀÌ","48470","88448000","55105","-12.0","93947500","-5.9","56343","-14.0","92471777","-4.4"
"2021-03-12","ÆØÀÌ","51445","87412500","50800","1.3","95486500","-8.5","55575","-7.4","90007577","-2.9"
"2021-03-11","ÆØÀÌ","51860","86292000","50575","2.5","97199500","-11.2","55189","-6.0","87874003","-1.8"
"2021-03-10","ÆØÀÌ","52475","86742500","50798","3.3","99164500","-12.5","54357","-3.5","85305860","1.7"
"2021-03-09","ÆØÀÌ","54830","90627500","47970","14.3","89698000","1.0","53721","2.1","83185740","8.9"
"2021-03-08","ÆØÀÌ","51745","86580000",,"0.0",,"0.0","53121","-2.6","81447057","6.3"
"2021-03-07","ÆØÀÌ",,,"47600","0.0","84470000","0.0","53555","0.0","79631023","0.0"
"2021-03-06","ÆØÀÌ","57995","90075500","42910","35.2","74682500","20.6","53323","8.8","79913530","12.7"
"2021-03-05","ÆØÀÌ","59372","91179500","45545","30.4","79123000","15.2","53578","10.8","80978863","12.6"
"2021-03-04","ÆØÀÌ","61850","93661000","48485","27.6","89674000","4.4","54051","14.4","82352583","13.7"
"2021-03-03","ÆØÀÌ","51411","84044000","49075","4.8","97776000","-14.0","54994","-6.5","83740707","0.4"
"2021-03-02","ÆØÀÌ","59460","94760000","51780","14.8","107558000","-11.9","54950","8.2","83026915","14.1"
"2021-03-01","ÆØÀÌ","56275","92230000",,"0.0",,"0.0","55562","1.3","82690845","11.5"
"2021-02-28","ÆØÀÌ",,,"50510","0.0","108809500","0.0","55806","0.0","81423147","0.0"
"2021-02-27","ÆØÀÌ","58340","89442000","48505","20.3","133850500","-33.2","55794","4.6","78945295","13.3"
"2021-02-26","ÆØÀÌ","82200","132152500","43955","87.0","142876000","-7.5","55110","49.2","76628648","72.5"
"2021-02-25","ÆØÀÌ","49605","81330500","47395","4.7","150736500","-46.0","55204","-10.1","74309215","9.4"
"2021-02-24","ÆØÀÌ","48260","81307000","47565","1.5","131022500","-37.9","54777","-11.9","72027518","12.9"
"2021-02-23","ÆØÀÌ","52435","78994000",,"0.0",,"0.0","55239","-5.1","71885407","9.9"
"2021-02-22","ÆØÀÌ","50620","70488500","46060","9.9","117329000","-39.9","55894","-9.4","72960363","-3.4"
"2021-02-21","ÆØÀÌ",,,"45250","0.0","102741000","0.0","56660","0.0","75025357","0.0"
"2021-02-20","ÆØÀÌ","57965","76455000","46625","24.3","98962500","-22.7","57147","1.4","77443528","-1.3"
"2021-02-19","ÆØÀÌ","56985","75020000","46445","22.7","96377500","-22.2","57758","-1.3","79696456","-5.9"
"2021-02-18","ÆØÀÌ","51185","76809000","47530","7.7","100763000","-23.8","57481","-11.0","81833803","-6.1"
"2021-02-17","ÆØÀÌ","52400","89049000","46301","13.2","98496500","-9.6","57808","-9.4","83824177","6.2"
"2021-02-16","ÆØÀÌ","46573","87300500",,"0.0",,"0.0","58431","-20.3","86582957","0.8"
"2021-02-15","ÆØÀÌ","55855","102517500","47810","16.8","93222500","10.0","59467","-6.1","86667729","18.3"
"2021-02-14","ÆØÀÌ",,,"47550","0.0","90907500","0.0","59495","0.0","87807745","0.0"
"2021-02-13","ÆØÀÌ",,,"43025","0.0","81067000","0.0","59195","0.0","90237511","0.0"
"2021-02-12","ÆØÀÌ",,,"43480","0.0","86977500","0.0","58536","0.0","93253994","0.0"
"2021-02-11","ÆØÀÌ","58530","92268500","47250","23.9","98631500","-6.5","58309","0.4","96597315","-4.5"
"2021-02-10","ÆØÀÌ","64525","128917000","47175","36.8","94637500","36.2","56917","13.4","99887056","29.1"
"2021-02-09","ÆØÀÌ","56240","151190000",,"0.0",,"0.0","56280","-0.1","101939181","48.3"
"2021-02-08","ÆØÀÌ","56595","154501500","45009","25.7","78838000","96.0","56505","0.2","101565531","52.1"
"2021-02-07","ÆØÀÌ",,,"47049","0.0","81807500","0.0","56601","0.0","102021764","0.0"
"2021-02-06","ÆØÀÌ","51825","127482500","44994","15.2","80461000","58.4","55866","-7.2","101778541","25.3"
"2021-02-05","ÆØÀÌ","62180","149962500","44564","39.5","80702000","85.8","56187","10.7","101706308","47.4"
"2021-02-04","ÆØÀÌ","62430","162543500","45994","35.7","79937500","103.3","57653","8.3","103575790","56.9"
"2021-02-03","ÆØÀÌ","61240","174152500","49214","24.4","81629500","113.3","58311","5.0","105056651","65.8"
"2021-02-02","ÆØÀÌ","63505","187765000",,"0.0",,"0.0","58391","8.8","107648653","74.4"
"2021-02-01","ÆØÀÌ","56345","177935500","47799","17.9","77896500","128.4","58933","-4.4","110994208","60.3"
"2021-01-31","ÆØÀÌ",,,"48034","0.0","83767000","0.0","59575","0.0","113754535","0.0"
"2021-01-30","ÆØÀÌ","51587","158163000","48403","6.6","88266500","79.2","58712","-12.1","114356044","38.3"
"2021-01-29","ÆØÀÌ","50335","154754500","45691","10.2","99517000","55.5","57578","-12.6","111811388","38.4"
"2021-01-28","ÆØÀÌ","54120","149566750","45684","18.5","117309500","27.5","55825","-3.1","108624846","37.7"
"2021-01-27","ÆØÀÌ","51585","150077500",,"0.0",,"0.0","54502","-5.4","108802369","37.9"
"2021-01-26","ÆØÀÌ","69360","183149000",,"0.0",,"0.0","53159","30.5","106024349","72.7"
"2021-01-25","ÆØÀÌ","45085","133838000",,"0.0",,"0.0","53509","-15.7","107972543","24.0"
"2021-01-24","ÆØÀÌ",,,"49515","0.0","98838000","0.0","54283","0.0","111502875","0.0"
"2021-01-23","ÆØÀÌ","50150","130626000","56898","-11.9","162875500","-19.8","55102","-9.0","113326958","15.3"
"2021-01-22","ÆØÀÌ","45060","111805000","54618","-17.5","180895000","-38.2","55399","-18.7","112122595","-0.3"
"2021-01-21","ÆØÀÌ","59962","128696000","53460","12.2","221212500","-41.8","55203","8.6","112027248","14.9"
"2021-01-20","ÆØÀÌ","52325","119265000","51218","2.2","208090000","-42.7","55032","-4.9","111375615","7.1"
"2021-01-19","ÆØÀÌ","51672","127902000",,"0.0",,"0.0","54922","-5.9","110137579","16.1"
"2021-01-18","ÆØÀÌ","55735","147218500","48445","15.0","178040000","-17.3","54429","2.4","109672311","34.2"
"2021-01-17","ÆØÀÌ",,,"40205","0.0","140135000","0.0","54148","0.0","109542661","0.0"
"2021-01-16","ÆØÀÌ","57690","145057500","42880","34.5","141456000","2.5","53715","7.4","108165158","34.1"
"2021-01-15","ÆØÀÌ","54605","122519500","46105","18.4","147552500","-17.0","53246","2.6","105822883","15.8"
"2021-01-14","ÆØÀÌ","50955","106162000","45799","11.3","149453000","-29.0","53742","-5.2","104717523","1.4"
"2021-01-13","ÆØÀÌ","51325","96627000","45835","12.0","150325000","-35.7","54854","-6.4","103131090","-6.3"
"2021-01-12","ÆØÀÌ","55385","97759000",,"0.0",,"0.0","54985","0.7","101424323","-3.6"
"2021-01-11","ÆØÀÌ","48755","84129000","43480","12.1","120714500","-30.3","55130","-11.6","101157960","-16.8"
"2021-01-10","ÆØÀÌ",,,"45370","0.0","111252500","0.0","55793","0.0","103253600","0.0"
"2021-01-09","ÆØÀÌ","64725","99437500","47819","35.4","112378500","-11.5","56326","14.9","105753650","-6.0"
"2021-01-08","ÆØÀÌ","61120","103120000","50842","20.2","124252000","-17.0","57543","6.2","108653533","-5.1"
"2021-01-07","ÆØÀÌ","59220","107820500","55035","7.6","151360000","-28.8","60721","-2.5","114142387","-5.5"
"2021-01-06","ÆØÀÌ","65255","125570500","57716","13.1","173570000","-27.7","62770","4.0","120213353","4.5"
"2021-01-05","ÆØÀÌ","62805","135082500",,"0.0",,"0.0","63621","-1.3","127101387","6.3"
"2021-01-04","ÆØÀÌ","61007","144089500","63369","-3.7","209631500","-31.3","64279","-5.1","132346103","8.9"
"2021-01-03","ÆØÀÌ",,,"55710","0.0","232646000","0.0","65067","0.0","136369653","0.0"
"2021-01-02","ÆØÀÌ",,,,"0.0",,"0.0","66019","0.0","137144600","0.0"
"2021-01-01","ÆØÀÌ",,,,"0.0",,"0.0","66844","0.0","135884267","0.0"
"2020-12-31","ÆØÀÌ","72419","157898000","59794","21.1","206926000","-23.7","67227","7.7","131861900","19.7"
"2020-12-30","ÆØÀÌ","57865","154809000","55967","3.4","164855500","-6.1","66877","-13.5","128162029","20.8"
"2020-12-29","ÆØÀÌ","55157","138375000",,"0.0",,"0.0","65710","-16.1","124915129","10.8"
"2020-12-28","ÆØÀÌ","55255","134561500","54070","2.2","146277500","-8.0","64205","-13.9","122799596","9.6"
"2020-12-27","ÆØÀÌ",,,"52726","0.0","146131000","0.0","62691","0.0","121365306","0.0"
"2020-12-26","ÆØÀÌ","57055","117955000","48771","17.0","136178500","-13.4","61147","-6.7","119307819","-1.1"
"2020-12-25","ÆØÀÌ","59390","118747500","46568","27.5","123049000","-3.5","59824","-0.7","116901750","1.6"
"2020-12-24","ÆØÀÌ","70840","139812500","50971","39.0","129978000","7.6","59002","20.1","115648200","20.9"
"2020-12-23","ÆØÀÌ","64205","133438000","50204","27.9","119693500","11.5","58352","10.0","116486470","14.6"
"2020-12-22","ÆØÀÌ","55260","117045000",,"0.0",,"0.0","57206","-3.4","115797103","1.1"
"2020-12-21","ÆØÀÌ","59125","117316000","48491","21.9","107193000","9.4","56516","4.6","113178357","3.7"
"2020-12-20","ÆØÀÌ",,,"54867","0.0","117788000","0.0","56020","0.0","109594457","0.0"
"2020-12-19","ÆØÀÌ","63481","116312500","53012","19.7","113309000","2.7","55741","13.9","106027637","9.7"
"2020-12-18","ÆØÀÌ","58235","108645500","51529","13.0","109258500","-0.6","55605","4.7","103862987","4.6"
"2020-12-17","ÆØÀÌ","54399","97194000","54130","0.5","111620500","-12.9","55839","-2.6","102159517","-4.9"
"2020-12-16","ÆØÀÌ","60325","98076000","58150","3.7","116902000","-16.1","56377","7.0","99691750","-1.6"
"2020-12-15","ÆØÀÌ","59115","90265000",,"0.0",,"0.0","56799","4.1","98057447","-7.9"
"2020-12-14","ÆØÀÌ","61165","89735000","51136","19.6","103566500","-13.4","57242","6.9","96514513","-7.0"
"2020-12-13","ÆØÀÌ",,,"50945","0.0","102832500","0.0","56939","0.0","94375300","0.0"
"2020-12-12","ÆØÀÌ","62890","90238000","51382","22.4","102117500","-11.6","55842","12.6","92628583","-2.6"
"2020-12-11","ÆØÀÌ","62410","87314000","52446","19.0","103916000","-16.0","55342","12.8","91647950","-4.7"
"2020-12-10","ÆØÀÌ","61955","86161500","55002","12.6","107048500","-19.5","55156","12.3","89069800","-3.3"
"2020-12-09","ÆØÀÌ","56580","78965000","53652","5.5","104503000","-24.4","55130","2.6","86922967","-9.2"
"2020-12-08","ÆØÀÌ","59396","79346000",,"0.0",,"0.0","55599","6.8","86926873","-8.7"
"2020-12-07","ÆØÀÌ","55734","74658500","53070","5.0","102504500","-27.2","55562","0.3","88515906","-15.7"
"2020-12-06","ÆØÀÌ",,,"51297","0.0","99490500","0.0","54939","0.0","88359273","0.0"
"2020-12-05","ÆØÀÌ","71355","95778500","49048","45.5","96118500","-0.4","54453","31.0","87636823","9.3"
"2020-12-04","ÆØÀÌ","49350","63337500","46538","6.0","93434500","-32.2","53697","-8.1","87421756","-27.5"
"2020-12-03","ÆØÀÌ","51545","64095000","49516","4.1","98235500","-34.8","53898","-4.4","86782983","-26.1"
"2020-12-02","ÆØÀÌ","53170","68490000","49477","7.5","98049500","-30.1","54236","-2.0","86635017","-20.9"
"2020-12-01","ÆØÀÌ","52340","68734500",,"0.0",,"0.0","53920","-2.9","85643624","-19.7"
"2020-11-30","ÆØÀÌ","58800","76648500","45824","28.3","85497000","-10.3","54329","8.2","84219124","-9.0"
"2020-11-29","ÆØÀÌ",,,"44101","0.0","77876000","0.0","53760","0.0","82289424","0.0"
"2020-11-28","ÆØÀÌ","50090","64297500","44363","12.9","74156000","-13.3","52417","-4.4","80778974","-20.4"
"2020-11-27","ÆØÀÌ","55970","70412500","47848","17.0","79188500","-11.1","51898","7.8","79292941","-11.2"
"2020-11-26","ÆØÀÌ","49480","63138500","52178","-5.2","88098500","-28.3","52710","-6.1","78872600","-19.9"
"2020-11-25","ÆØÀÌ","49060","65437500","52279","-6.2","89231500","-26.7","53344","-8.0","78507200","-16.6"
"2020-11-24","ÆØÀÌ","57105","76065000",,"0.0",,"0.0","53555","6.6","78768293","-3.4"
"2020-11-23","ÆØÀÌ","56410","76713500","50980","10.7","88406500","-13.2","53526","5.4","78516027","-2.3"
"2020-11-22","ÆØÀÌ",,,"49628","0.0","93917000","0.0","53078","0.0","79725993","0.0"
"2020-11-21","ÆØÀÌ","59680","78137500","44885","33.0","90217500","-13.4","52374","13.9","81091327","-3.6"
"2020-11-20","ÆØÀÌ","57610","79338750","50479","14.1","108724000","-27.0","52250","10.3","83635393","-5.1"
"2020-11-19","ÆØÀÌ","58060","86276500","52149","11.3","118839500","-27.4","52637","10.3","85640850","0.7"
"2020-11-18","ÆØÀÌ","50680","79534000","49565","2.2","115275000","-31.0","53276","-4.9","88483450","-10.1"
"2020-11-17","ÆØÀÌ","62545","98822000",,"0.0",,"0.0","53467","17.0","89909217","9.9"
"2020-11-16","ÆØÀÌ","53515","81742500","47559","12.5","110075500","-25.7","53224","0.5","91141467","-10.3"
"2020-11-15","ÆØÀÌ",,,"49590","0.0","114379000","0.0","52819","0.0","92151833","0.0"
"2020-11-14","ÆØÀÌ","55420","82927500","49039","13.0","111498500","-25.6","53400","3.8","94121450","-11.9"
"2020-11-13","ÆØÀÌ","52615","78124500","49143","7.1","117519500","-33.5","54061","-2.7","95628783","-18.3"
"2020-11-12","ÆØÀÌ","53670","77807500","52754","1.7","124610000","-37.6","54362","-1.3","96353133","-19.2"
"2020-11-11","ÆØÀÌ","53070","80011000","51006","4.0","122686500","-34.8","54974","-3.5","97036517","-17.5"
"2020-11-10","ÆØÀÌ","54764","79590000",,"0.0",,"0.0","55173","-0.7","98524300","-19.2"
"2020-11-09","ÆØÀÌ","58705","82970000","45460","29.1","107751500","-23.0","54480","7.8","98962533","-16.2"
"2020-11-08","ÆØÀÌ",,,"48318","0.0","114938000","0.0","53753","0.0","99827050","0.0"
"2020-11-07","ÆØÀÌ","54315","75275000","43113","26.0","104011500","-27.6","54276","0.1","102484883","-26.6"
"2020-11-06","ÆØÀÌ","64940","90141000","43344","49.8","104353500","-13.6","54112","20.0","105266533","-14.4"
"2020-11-05","ÆØÀÌ","58860","76850500","48939","20.3","117953000","-34.8","53572","9.9","107353733","-28.4"
"2020-11-04","ÆØÀÌ","56285","75201000","48855","15.2","119801000","-37.2","53757","4.7","110259567","-31.8"
"2020-11-03","ÆØÀÌ","63120","88210000",,"0.0",,"0.0","54223","16.4","112201950","-21.4"
"2020-11-02","ÆØÀÌ","58330","87741500","49535","17.8","121238500","-27.6","54275","7.5","115027300","-23.7"
"2020-11-01","ÆØÀÌ",,,"48413","0.0","121903000","0.0","54441","0.0","116940850","0.0"
"2020-10-31","ÆØÀÌ","59350","86027500","47440","25.1","120967500","-28.9","54485","8.9","118014133","-27.1"
"2020-10-30","ÆØÀÌ","55210","81915000","48821","13.1","128324500","-36.2","54070","2.1","118213643","-30.7"
"2020-10-29","ÆØÀÌ","50255","74477500","49754","1.0","133950000","-44.4","53245","-5.6","115622776","-35.6"
"2020-10-28","ÆØÀÌ","50175","73433000","48663","3.1","132893500","-44.7","52669","-4.7","111456676","-34.1"
"2020-10-27","ÆØÀÌ","51820","76405000",,"0.0",,"0.0","52544","-1.4","108290116","-29.4"
"2020-10-26","ÆØÀÌ","60415","83673500","48171","25.4","130783000","-36.0","52556","15.0","106060829","-21.1"
"2020-10-25","ÆØÀÌ",,,"49445","0.0","141957500","0.0","52882","0.0","106641800","0.0"
"2020-10-24","ÆØÀÌ","59450","78570000","43544","36.5","128400500","-38.8","54041","10.0","108297357","-27.4"
"2020-10-23","ÆØÀÌ","49795","68407500","47460","4.9","142175000","-51.9","54240","-8.2","108874833","-37.2"
"2020-10-22","ÆØÀÌ","54095","73004000","49936","8.3","153999500","-52.6","54483","-0.7","109171933","-33.1"
"2020-10-21","ÆØÀÌ","50190","68536500","49426","1.5","156178000","-56.1","54447","-7.8","110283133","-37.9"
"2020-10-20","ÆØÀÌ","50142","70967000",,"0.0",,"0.0","54072","-7.3","108981950","-34.9"
"2020-10-19","ÆØÀÌ","48780","70230500","47295","3.1","148590000","-52.7","53222","-8.3","109007117","-35.6"
"2020-10-18","ÆØÀÌ",,,"47463","0.0","148733000","0.0","52270","0.0","108498583","0.0"
"2020-10-17","ÆØÀÌ","59785","75592500","48599","23.0","152168000","-50.3","51527","16.0","107010783","-29.4"
"2020-10-16","ÆØÀÌ","57770","71633000","48182","19.9","157382000","-54.5","51078","13.1","103786583","-31.0"
"2020-10-15","ÆØÀÌ","59768","78575500","48911","22.2","159840000","-50.8","51607","15.8","101710883","-22.7"
"2020-10-14","ÆØÀÌ","50635","72087500","46561","8.7","150153500","-52.0","52078","-2.8","97424450","-26.0"
"2020-10-13","ÆØÀÌ","52365","74772500",,"0.0",,"0.0","53171","-1.5","94340040","-20.7"
"2020-10-12","ÆØÀÌ","60709","83520000","47579","27.6","143788000","-41.9","53959","12.5","96849853","-13.8"
"2020-10-11","ÆØÀÌ",,,"44406","0.0","134434000","0.0","54589","0.0","101186053","0.0"
"2020-10-10","ÆØÀÌ","62110","81656500","44117","40.8","128700000","-36.6","54725","13.5","104160143","-21.6"
"2020-10-09","ÆØÀÌ","62610","88327500","45672","37.1","128787500","-31.4","54611","14.6","105997527","-16.7"
"2020-10-08","ÆØÀÌ","64035","104507500","48442","32.2","142823000","-26.8","54785","16.9","106588318","-2.0"
"2020-10-07","ÆØÀÌ","67975","134691500","47434","43.3","139314000","-3.3","54512","24.7","103534828","30.1"
"2020-10-06","ÆØÀÌ","54700","170008500",,"0.0",,"0.0","54265","0.8","101771048","67.0"
"2020-10-05","ÆØÀÌ","44309","153997000","47401","-6.5","130455000","18.0","55192","-19.7","104310192","47.6"
"2020-10-04","ÆØÀÌ",,,"45126","0.0","124001000","0.0","56282","0.0","108864175","0.0"
"2020-10-03","ÆØÀÌ",,,"39685","0.0","107829000","0.0","57100","0.0","113499940","0.0"
"2020-10-02","ÆØÀÌ",,,"45239","0.0","125264000","0.0","57800","0.0","116353017","0.0"
"2020-10-01","ÆØÀÌ",,,"48902","0.0","135978000","0.0","59090","0.0","119454997","0.0"
"2020-09-30","ÆØÀÌ","41201","97513000","49781","-17.2","134223000","-27.4","59387","-30.6","117835143","-17.2"
"2020-09-29","ÆØÀÌ","67765","198220000",,"0.0",,"0.0","58835","15.2","116756777","69.8"
"2020-09-28","ÆØÀÌ","65795","194459500","46488","41.5","117914000","64.9","58395","12.7","114634153","69.6"
"2020-09-27","ÆØÀÌ",,,"47505","0.0","115276000","0.0","58209","0.0","115744850","0.0"
"2020-09-26","ÆØÀÌ","60610","153608500","48046","26.1","118358000","29.8","56382","7.5","118434750","29.7"
"2020-09-25","ÆØÀÌ","58975","151547500","50295","17.3","134582500","12.6","54274","8.7","120338183","25.9"
"2020-09-24","ÆØÀÌ","60920","154240000","48476","25.7","139593500","10.5","53763","13.3","121035200","27.4"
"2020-09-23","ÆØÀÌ","54515","135745000","45829","19.0","152315000","-10.9","54531","0.0","124158020","9.3"
"2020-09-22","ÆØÀÌ","62975","145375000",,"0.0",,"0.0","55263","14.0","122398917","18.8"
"2020-09-21","ÆØÀÌ","51500","123874000","49987","3.0","135158500","-8.3","55572","-7.3","121937717","1.6"
"2020-09-20","ÆØÀÌ",,,"48297","0.0","130515000","0.0","55398","0.0","122184115","0.0"
"2020-09-19","ÆØÀÌ","51685","111478000","47219","9.5","139109000","-19.9","55944","-7.6","122835407","-9.2"
"2020-09-18","ÆØÀÌ","58940","115080000","43728","34.8","139467000","-17.5","56453","4.4","121989352","-5.7"
"2020-09-17","ÆØÀÌ","59975","119905000","43470","38.0","142565000","-15.9","55989","7.1","120646419","-0.6"
"2020-09-16","ÆØÀÌ","58925","124735000","37790","55.9","119920000","4.0","55963","5.3","119483752","4.4"
"2020-09-15","ÆØÀÌ","61530","136570000",,"0.0",,"0.0","55761","10.3","124992538","9.3"
"2020-09-14","ÆØÀÌ","60015","133553500",,"0.0",,"0.0","55004","9.1","123405947","8.2"
"2020-09-13","ÆØÀÌ",,,,"0.0",,"0.0","54428","0.0","130832600","0.0"
"2020-09-12","ÆØÀÌ","61955","125375500","45059","37.5","108466000","15.6","54596","13.5","138116670","-9.2"
"2020-09-11","ÆØÀÌ","58820","95923000","53257","10.4","201157750","-52.3","55285","6.4","144188383","-33.5"
"2020-09-10","ÆØÀÌ","73690","110700000","58450","26.1","191416500","-42.2","55569","32.6","139822732","-20.8"
"2020-09-09","ÆØÀÌ","61900","90432500","62895","-1.6","186681500","-51.6","56244","10.1","135791372","-33.4"
"2020-09-08","ÆØÀÌ","46740","86640000",,"0.0",,"0.0","56121","-16.7","135705519","-36.2"
"2020-09-07","ÆØÀÌ","57575","75963000","54345","5.9","133723000","-43.2","56074","2.7","138079690","-45.0"
"2020-09-06","ÆØÀÌ",,,"51570","0.0","131345500","0.0","56290","0.0","138917330","0.0"
"2020-09-05","ÆØÀÌ","59455","69242000","51989","14.4","142535500","-51.4","56882","4.5","140411700","-50.7"
"2020-09-04","ÆØÀÌ","57620","67535500","51560","11.8","152749500","-55.8","54557","5.6","141966473","-52.4"
"2020-09-03","ÆØÀÌ","57545","69986500","49424","16.4","145106000","-51.8","54205","6.2","140425873","-50.2"
"2020-09-02","ÆØÀÌ","58060","74362500","50738","14.4","140196000","-47.0","54371","6.8","135590880","-45.2"
"2020-09-01","ÆØÀÌ","45845","61749000",,"0.0",,"0.0","53375","-14.1","128843400","-52.1"
"2020-08-31","ÆØÀÌ","56215","62570000","45974","22.3","122287000","-48.8","52704","6.7","119911307","-47.8"
"2020-08-30","ÆØÀÌ",,,"45391","0.0","110378500","0.0","53189","0.0","112055145","0.0"
"2020-08-29","ÆØÀÌ","60270","64855000","42877","40.6","99433500","-34.8","53826","12.0","105444601","-38.5"
"2020-08-28","ÆØÀÌ","58990","66421500","47585","24.0","101706000","-34.7","54533","8.2","100612075","-34.0"
"2020-08-27","ÆØÀÌ","59795","73286500","49657","20.4","105524500","-30.6","55396","7.9","95763591","-23.5"
"2020-08-26","ÆØÀÌ","57480","75326500","58877","-2.4","148548500","-49.3","55418","3.7","93289865","-19.3"
"2020-08-25","ÆØÀÌ","49750","65282500",,"0.0",,"0.0","54677","-9.0","91273393","-28.5"
"2020-08-24","ÆØÀÌ","55610","68310000","44995","23.6","101542500","-32.7","54320","2.4","89460357","-23.6"
"2020-08-23","ÆØÀÌ",,,"48744","0.0","96928000","0.0","53339","0.0","84731543","0.0"
"2020-08-22","ÆØÀÌ","58485","65447500","44613","31.1","86981500","-24.8","53223","9.9","81694293","-19.9"
"2020-08-21","ÆØÀÌ","60750","70446000","46502","30.6","86594000","-18.6","53809","12.9","79968307","-11.9"
"2020-08-20","ÆØÀÌ","59745","74479500","50713","17.8","95315000","-21.9","54018","10.6","78841377","-5.5"
"2020-08-19","ÆØÀÌ","71000","100797500","53074","33.8","97945500","2.9","54799","29.6","77315010","30.4"
"2020-08-18","ÆØÀÌ","55160","77731500",,"0.0",,"0.0","55354","-0.4","74915810","3.8"
"2020-08-17","ÆØÀÌ","57530","76818500","45912","25.3","82700000","-7.1","56181","2.4","72482977","6.0"
"2020-08-16","ÆØÀÌ",,,"50960","0.0","81665500","0.0","56010","0.0","70165007","0.0"
"2020-08-15","ÆØÀÌ","62675","84660500","46847","33.8","76331000","10.9","56257","11.4","68237153","24.1"
"2020-08-14","ÆØÀÌ","63645","84415000","49744","27.9","82988000","1.7","55932","13.8","66833970","26.3"
"2020-08-13","ÆØÀÌ","62950","85273000","52494","19.9","95554500","-10.8","54758","15.0","64343203","32.5"
"2020-08-12","ÆØÀÌ","56325","81583000","53199","5.9","105155500","-22.4","54296","3.7","61572863","32.5"
"2020-08-11","ÆØÀÌ","59475","86527500",,"0.0",,"0.0","54372","9.4","60220387","43.7"
"2020-08-10","ÆØÀÌ","61300","79713000","48791","25.6","101411000","-21.4","55375","10.7","60671673","31.4"
"2020-08-09","ÆØÀÌ",,,"45310","0.0","87710500","0.0","55726","0.0","64167910","0.0"
"2020-08-08","ÆØÀÌ","57520","68540000","44490","29.3","81935500","-16.3","53545","7.4","66431017","3.2"
"2020-08-07","ÆØÀÌ","55855","49117500","50617","10.3","95358500","-48.5","51405","8.7","65775050","-25.3"
"2020-08-06","ÆØÀÌ","55915","45571500","52890","5.7","119523500","-61.9","52039","7.4","72520727","-37.2"
"2020-08-05","ÆØÀÌ","59415","50832500","53606","10.8","148185000","-65.7","51877","14.5","75247967","-32.4"
"2020-08-04","ÆØÀÌ","79010","89993500",,"0.0",,"0.0","53239","48.4","69502147","29.5"
"2020-08-03","ÆØÀÌ","62315","75650500",,"0.0",,"0.0","50382","23.7","65006948","16.4"
"2020-08-02","ÆØÀÌ",,,"59355","0.0","137770000","0.0","53178","0.0","64309335","0.0"
"2020-08-01","ÆØÀÌ",,,"51213","0.0","118113750","0.0","52261","0.0","56469287","0.0"
"2020-07-31","ÆØÀÌ","78810","90883500","48155","63.7","113706500","-20.1","51542","52.9","51033877","78.1"
"2020-07-30","ÆØÀÌ","73647","89420500","47200","56.0","121679000","-26.5","52532","40.2","50867117","75.8"
"2020-07-29","ÆØÀÌ","60144","97033500","45030","33.6","110852500","-12.5","56900","5.7","52984957","83.1"
"2020-07-28","ÆØÀÌ","63260","65234500",,"0.0",,"0.0","56462","12.0","51604667","26.4"
"2020-07-27","ÆØÀÌ","64380","53312500","45165","42.5","96093000","-44.5","55938","15.1","50810107","4.9"
"2020-07-26","ÆØÀÌ",,,"46304","0.0","87342000","0.0","55654","0.0","51146843","0.0"
"2020-07-25","ÆØÀÌ","63255","45290000","41523","52.3","78899500","-42.6","55807","13.3","52576827","-13.9"
"2020-07-24","ÆØÀÌ","62370","47669000","45040","38.5","84344000","-43.5","55087","13.2","53235017","-10.5"
"2020-07-23","ÆØÀÌ","62205","52756500","44989","38.3","91746500","-42.5","54365","14.4","53552380","-1.5"
"2020-07-22","ÆØÀÌ","63640","60471000","46434","37.1","99713000","-39.4","53455","19.1","53947753","12.1"
"2020-07-21","ÆØÀÌ","66525","64499000",,"0.0",,"0.0","53749","23.8","54598915","18.1"
"2020-07-20","ÆØÀÌ","64895","65551000","45589","42.3","85122000","-23.0","54197","19.7","56085676","16.9"
"2020-07-19","ÆØÀÌ",,,"48574","0.0","82428500","0.0","54344","0.0","57846356","0.0"
"2020-07-18","ÆØÀÌ","62380","62315000","46044","35.5","77873000","-20.0","54336","14.8","59393656","4.9"
"2020-07-17","ÆØÀÌ","61240","65625500","51837","18.1","94417500","-30.5","54092","13.2","59484152","10.3"
"2020-07-16","ÆØÀÌ","63735","69394000","42839","48.8","92905000","-25.3","53438","19.3","59798052","16.0"
"2020-07-15","ÆØÀÌ","54740","61164000","47197","16.0","93828500","-34.8","52836","3.6","59778526","2.3"
"2020-07-14","ÆØÀÌ","52035","57464000",,"0.0",,"0.0","53049","-1.9","60557423","-5.1"
